cusno,last_purchase,first_purchase,frequency,monetary,margin,recency_days,cusnm,area,kind,R_score,F_score,M_score,RFM_sum,segment
CUS_00388,2026-03-05,2025-07-31,2,9249.0,4644.0,37,[已隱蔽],,一般,5,4,4,13,Champions 黃金客
CUS_00453,2021-05-24,2021-05-24,1,9150.0,4975.0,1783,[已隱蔽],,一般,1,2,4,7,Lost 已流失
CUS_00528,2023-07-07,2023-07-07,1,9150.0,6310.0,1009,[已隱蔽],,一般,3,2,4,9,Others
CUS_00173,2023-05-19,2021-12-30,2,9100.0,5350.0,1058,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00648,2024-11-19,2021-08-10,7,9000.0,3110.0,508,[已隱蔽],,一般,4,5,4,13,Champions 黃金客
CUS_00395,2024-09-09,2024-09-09,1,9000.0,6847.7,579,[已隱蔽],,一般,4,2,4,10,New 新客
CUS_00322,2025-01-04,2020-10-16,3,9000.0,6350.0,462,[已隱蔽],,一般,4,4,4,12,Champions 黃金客
CUS_00631,2024-10-01,2024-01-01,2,8800.0,2950.0,557,[已隱蔽],,一般,4,4,4,12,Champions 黃金客
CUS_00010,2020-12-24,2020-12-24,1,8800.0,2630.0,1934,[已隱蔽],,一般,1,2,4,7,Lost 已流失
CUS_00606,2021-10-23,2021-09-11,2,8800.0,4910.0,1631,[已隱蔽],,一般,1,4,4,9,At Risk 流失中
CUS_00184,2024-11-13,2022-12-15,2,8800.0,4502.8,514,[已隱蔽],,一般,4,4,4,12,Champions 黃金客
CUS_00500,2022-05-27,2022-05-27,1,8600.0,4370.0,1415,[已隱蔽],,一般,2,2,4,8,Lost 已流失
CUS_00051,2025-07-21,2025-07-21,1,8600.0,6073.0,264,[已隱蔽],,一般,4,2,4,10,New 新客
CUS_00510,2025-08-22,2025-08-22,1,8600.0,5650.0,232,[已隱蔽],,一般,5,2,4,11,New 新客
CUS_00549,2024-09-04,2020-08-31,12,8530.0,4045.0,584,[已隱蔽],,一般,4,5,4,13,Champions 黃金客
CUS_00163,2026-03-21,2025-04-16,2,8500.0,5421.0,21,[已隱蔽],,一般,5,4,4,13,Champions 黃金客
CUS_00496,2021-09-17,2021-09-17,1,8500.0,4050.0,1667,[已隱蔽],,一般,1,2,4,7,Lost 已流失
CUS_00166,2023-03-18,2023-03-18,1,8500.0,5200.0,1120,[已隱蔽],,一般,2,2,4,8,Lost 已流失
CUS_00005,2026-03-30,2026-03-30,1,8500.0,5650.0,12,[已隱蔽],,一般,5,2,4,11,New 新客
CUS_00017,2023-03-27,2023-03-27,1,8500.0,4150.0,1111,[已隱蔽],,一般,2,2,4,8,Lost 已流失
CUS_00681,2023-02-01,2022-07-19,2,8500.0,4225.0,1165,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00345,2024-02-17,2024-02-17,1,8499.0,2499.0,784,[已隱蔽],,一般,3,2,4,9,Others
CUS_00281,2024-12-16,2023-12-30,2,8400.0,5660.0,481,[已隱蔽],,一般,4,4,4,12,Champions 黃金客
CUS_00689,2021-10-13,2020-10-12,2,8400.0,4890.0,1641,[已隱蔽],,一般,1,4,4,9,At Risk 流失中
CUS_00419,2024-09-26,2024-09-26,1,8300.0,5489.0,562,[已隱蔽],,一般,4,2,4,10,New 新客
CUS_00297,2026-03-14,2023-09-14,2,8200.0,4875.0,28,[已隱蔽],,一般,5,4,4,13,Champions 黃金客
CUS_00366,2025-12-19,2025-12-19,1,8200.0,5442.0,113,[已隱蔽],,一般,5,2,4,11,New 新客
CUS_00550,2022-05-30,2021-01-14,2,8150.0,4085.0,1412,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00429,2024-10-02,2024-10-02,1,8000.0,5659.0,556,[已隱蔽],,一般,4,2,4,10,New 新客
CUS_00219,2024-03-09,2020-12-05,3,8000.0,6009.0,763,[已隱蔽],,一般,3,4,4,11,Others
CUS_00330,2023-11-22,2023-11-22,1,8000.0,4000.0,871,[已隱蔽],,一般,3,2,4,9,Others
CUS_00323,2022-01-08,2022-01-08,1,8000.0,5300.0,1554,[已隱蔽],,一般,1,2,4,7,Lost 已流失
CUS_00641,2024-09-27,2024-09-27,1,8000.0,5909.0,561,[已隱蔽],,一般,4,2,4,10,New 新客
CUS_00027,2025-08-21,2025-08-21,1,8000.0,5700.0,233,[已隱蔽],,一般,5,2,4,11,New 新客
CUS_00273,2022-02-21,2022-02-21,1,8000.0,4835.0,1510,[已隱蔽],,一般,2,2,4,8,Lost 已流失
CUS_00342,2022-03-31,2020-11-12,3,7950.0,4415.0,1472,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00385,2026-02-15,2026-02-15,1,7800.0,4760.0,55,[已隱蔽],,一般,5,2,4,11,New 新客
CUS_00699,2024-04-13,2023-09-25,3,7800.0,4600.0,728,[已隱蔽],,一般,3,4,4,11,Others
CUS_00462,2020-12-22,2020-12-22,1,7800.0,4000.0,1936,[已隱蔽],,一般,1,2,4,7,Lost 已流失
CUS_00008,2021-11-14,2021-11-13,2,7800.0,4220.0,1609,[已隱蔽],,一般,1,4,4,9,At Risk 流失中
CUS_00376,2023-01-20,2021-12-25,4,7750.0,4610.0,1177,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00360,2025-02-20,2024-10-19,2,7750.0,4768.7,415,[已隱蔽],,一般,4,4,4,12,Champions 黃金客
CUS_00352,2024-08-06,2021-04-01,4,7700.0,1840.0,613,[已隱蔽],,一般,4,4,4,12,Champions 黃金客
CUS_00305,2023-02-23,2023-02-23,1,7700.0,1200.0,1143,[已隱蔽],,一般,2,2,4,8,Lost 已流失
CUS_00513,2022-11-12,2022-11-12,1,7700.0,3340.0,1246,[已隱蔽],,一般,2,2,4,8,Lost 已流失
CUS_00268,2025-05-31,2023-04-27,3,7650.0,5152.8,315,[已隱蔽],,一般,4,4,4,12,Champions 黃金客
CUS_00257,2023-08-07,2022-08-26,2,7500.0,3760.0,978,[已隱蔽],,一般,3,4,4,11,Others
CUS_00386,2024-03-04,2024-03-04,1,7500.0,4960.0,768,[已隱蔽],,一般,3,2,4,9,Others
CUS_00221,2024-11-15,2024-09-20,3,7500.0,5263.7,512,[已隱蔽],,一般,4,4,4,12,Champions 黃金客
CUS_00362,2023-10-23,2023-10-23,1,7500.0,4490.0,901,[已隱蔽],,一般,3,2,4,9,Others
CUS_00103,2024-07-25,2024-07-25,1,7500.0,5200.0,625,[已隱蔽],,一般,3,2,4,9,Others
CUS_00241,2024-04-29,2024-04-29,1,7500.0,5200.0,712,[已隱蔽],,一般,3,2,4,9,Others
CUS_00449,2024-11-05,2024-11-05,1,7500.0,2500.0,522,[已隱蔽],,一般,4,2,4,10,New 新客
CUS_00643,2024-11-22,2024-11-22,1,7500.0,5409.0,505,[已隱蔽],,一般,4,2,4,10,New 新客
CUS_00328,2022-03-29,2022-03-29,1,7500.0,1900.0,1474,[已隱蔽],,一般,2,2,4,8,Lost 已流失
CUS_00551,2025-06-05,2025-06-05,1,7500.0,2700.0,310,[已隱蔽],,一般,4,2,4,10,New 新客
CUS_00497,2023-12-07,2023-12-07,1,7450.0,4410.0,856,                                                            ,,一般,3,2,4,9,Others
CUS_00337,2021-01-15,2021-01-15,1,7350.0,2150.0,1912,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00269,2024-07-01,2024-07-01,1,7300.0,3700.0,649,[已隱蔽],,一般,3,2,3,8,Others
CUS_00522,2024-07-13,2024-07-13,1,7200.0,4495.0,637,[已隱蔽],,一般,3,2,3,8,Others
CUS_00634,2025-12-18,2025-11-17,2,7150.0,5280.0,114,[已隱蔽],,一般,5,4,3,12,Loyal 忠實客
CUS_00120,2023-07-20,2021-11-26,2,7150.0,4080.0,996,[已隱蔽],,一般,3,4,3,10,Others
CUS_00196,2022-12-31,2022-12-23,2,7100.0,3811.0,1197,[已隱蔽],,一般,2,4,3,9,At Risk 流失中
CUS_00433,2024-09-03,2023-05-31,2,7050.0,4780.0,585,[已隱蔽],,一般,4,4,3,11,Loyal 忠實客
CUS_00190,2023-12-23,2023-12-23,1,7000.0,5550.0,840,[已隱蔽],,一般,3,2,3,8,Others
CUS_00609,2025-01-21,2024-03-11,2,7000.0,4530.0,445,[已隱蔽],,一般,4,4,3,11,Loyal 忠實客
CUS_00229,2024-11-16,2023-08-08,2,7000.0,5258.8,511,[已隱蔽],,一般,4,4,3,11,Loyal 忠實客
CUS_00349,2026-01-10,2026-01-10,1,7000.0,4700.0,91,[已隱蔽],,一般,5,2,3,10,New 新客
CUS_00600,2022-09-22,2022-09-22,1,7000.0,1800.0,1297,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00313,2021-03-13,2021-03-13,1,7000.0,4000.0,1855,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00062,2024-08-10,2024-08-10,1,7000.0,4700.0,609,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00614,2021-02-03,2021-02-03,1,6900.0,4997.0,1893,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00015,2020-12-29,2020-12-29,1,6850.0,5100.0,1929,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00258,2025-09-29,2024-01-20,4,6850.0,4400.0,194,[已隱蔽],,一般,5,4,3,12,Loyal 忠實客
CUS_00110,2025-01-22,2024-10-04,3,6820.0,5114.0,444,[已隱蔽],,一般,4,4,3,11,Loyal 忠實客
CUS_00149,2021-06-25,2021-03-22,2,6800.0,4506.0,1751,[已隱蔽],,一般,1,4,3,8,At Risk 流失中
CUS_00248,2022-01-12,2022-01-12,1,6800.0,4160.0,1550,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00160,2025-06-28,2025-06-06,2,6800.0,3290.0,287,[已隱蔽],,一般,4,4,3,11,Loyal 忠實客
CUS_00463,2020-10-24,2020-10-24,1,6800.0,5474.0,1995,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00267,2023-09-26,2023-09-26,1,6700.0,4880.0,928,[已隱蔽],,一般,3,2,3,8,Others
CUS_00126,2025-10-29,2024-10-03,3,6700.0,3712.0,164,[已隱蔽],,一般,5,4,3,12,Loyal 忠實客
CUS_00235,2024-03-07,2024-03-07,1,6667.0,4367.0,765,[已隱蔽],,一般,3,2,3,8,Others
CUS_00607,2024-12-23,2023-03-01,2,6650.0,2945.0,474,[已隱蔽],,一般,4,4,3,11,Loyal 忠實客
CUS_00669,2025-12-31,2025-12-19,2,6650.0,3412.0,101,[已隱蔽],,一般,5,4,3,12,Loyal 忠實客
CUS_00299,2023-03-31,2023-03-06,2,6500.0,4232.0,1107,[已隱蔽],,一般,2,4,3,9,At Risk 流失中
CUS_00224,2024-07-18,2024-07-18,1,6500.0,2730.0,632,[已隱蔽],,一般,3,2,3,8,Others
CUS_00439,2026-03-06,2026-03-06,1,6500.0,2050.0,36,[已隱蔽],,一般,5,2,3,10,New 新客
CUS_00726,2020-10-31,2020-10-31,1,6500.0,2300.0,1988,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00460,2022-06-17,2020-11-02,2,6500.0,3740.0,1394,[已隱蔽],,一般,2,4,3,9,At Risk 流失中
CUS_00580,2022-10-27,2022-10-27,1,6500.0,2000.0,1262,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00718,2023-07-15,2021-08-03,4,6500.0,2630.0,1001,[已隱蔽],,一般,3,4,3,10,Others
CUS_00520,2026-03-14,2024-08-29,5,6450.0,5182.0,28,[已隱蔽],,一般,5,5,3,13,Loyal 忠實客
CUS_00540,2024-07-06,2024-07-06,1,6400.0,3465.0,644,[已隱蔽],,一般,3,2,3,8,Others
CUS_00087,2022-05-04,2022-05-04,1,6400.0,4295.0,1438,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00642,2022-04-16,2022-02-26,2,6300.0,4800.0,1456,[已隱蔽],,一般,2,4,3,9,At Risk 流失中
CUS_00077,2023-09-22,2021-12-04,4,6300.0,2820.0,932,[已隱蔽],,一般,3,4,3,10,Others
CUS_00301,2024-01-16,2024-01-11,2,6200.0,3070.0,816,[已隱蔽],,一般,3,4,3,10,Others
CUS_00350,2022-10-11,2022-10-11,1,6150.0,4698.0,1278,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00220,2026-02-07,2026-02-07,1,6150.0,4360.0,63,[已隱蔽],,一般,5,2,3,10,New 新客
CUS_00638,2026-04-01,2021-06-30,5,6100.0,2980.0,10,[已隱蔽],,一般,5,5,3,13,Loyal 忠實客
CUS_00379,2022-10-18,2021-11-03,2,6050.0,4550.0,1271,[已隱蔽],,一般,2,4,3,9,At Risk 流失中
CUS_00406,2025-01-21,2025-01-21,1,6000.0,1500.0,445,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00117,2021-04-15,2021-04-15,1,6000.0,3740.0,1822,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00205,2024-06-11,2023-05-12,3,6000.0,4250.0,669,[已隱蔽],,一般,3,4,3,10,Others
CUS_00438,2022-08-05,2022-08-05,1,6000.0,4720.0,1345,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00167,2025-08-19,2025-08-19,1,6000.0,4200.0,235,[已隱蔽],,一般,5,2,3,10,New 新客
CUS_00318,2024-10-09,2024-10-09,1,6000.0,4000.0,549,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00252,2025-06-04,2025-01-04,4,6000.0,4500.0,311,[已隱蔽],,一般,4,4,3,11,Loyal 忠實客
CUS_00423,2023-03-29,2023-03-29,1,6000.0,3645.0,1109,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00287,2023-07-25,2023-05-23,2,5900.0,3750.0,991,[已隱蔽],,一般,3,4,3,10,Others
CUS_00613,2022-03-19,2022-03-19,1,5900.0,4550.0,1484,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00702,2022-04-20,2022-04-20,1,5850.0,3510.0,1452,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00265,2025-01-23,2021-01-29,3,5850.0,3365.0,443,[已隱蔽],,一般,4,4,3,11,Loyal 忠實客
CUS_00347,2020-12-09,2020-12-01,2,5800.0,2750.0,1949,[已隱蔽],,一般,1,4,3,8,At Risk 流失中
CUS_00390,2024-02-08,2024-02-08,1,5800.0,3970.0,793,[已隱蔽],,一般,3,2,3,8,Others
CUS_00455,2025-02-19,2025-02-19,1,5760.0,3850.0,416,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00137,2024-03-22,2021-05-13,4,5750.0,1890.0,750,[已隱蔽],,一般,3,4,3,10,Others
CUS_00124,2023-08-18,2023-08-18,1,5749.0,2054.0,967,[已隱蔽],,一般,3,2,3,8,Others
CUS_00088,2023-01-20,2023-01-20,1,5675.0,3335.0,1177,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00701,2023-02-23,2023-02-23,1,5600.0,1800.0,1143,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00484,2023-05-30,2023-05-10,2,5550.0,3210.0,1047,[已隱蔽],,一般,2,4,3,9,At Risk 流失中
CUS_00457,2022-08-02,2022-08-02,1,5500.0,3380.0,1348,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00562,2023-10-17,2023-10-17,1,5500.0,1000.0,907,[已隱蔽],,一般,3,2,3,8,Others
CUS_00662,2020-12-26,2020-12-26,1,5500.0,1700.0,1932,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00280,2023-06-09,2023-06-09,1,5500.0,4550.0,1037,[已隱蔽],,一般,3,2,3,8,Others
CUS_00623,2023-08-18,2023-08-18,1,5500.0,3200.0,967,[已隱蔽],,一般,3,2,3,8,Others
CUS_00346,2021-07-17,2021-07-17,1,5500.0,3360.0,1729,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00279,2023-01-31,2023-01-31,1,5500.0,3500.0,1166,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00635,2025-12-25,2025-12-25,1,5500.0,3200.0,107,[已隱蔽],,一般,5,2,3,10,New 新客
CUS_00175,2020-12-29,2020-12-29,1,5400.0,3595.0,1929,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00427,2022-11-29,2021-02-05,2,5400.0,2880.0,1229,[已隱蔽],,一般,2,4,3,9,At Risk 流失中
CUS_00024,2021-12-06,2021-12-06,1,5400.0,1650.0,1587,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00384,2021-10-24,2021-06-22,2,5399.0,3699.0,1630,[已隱蔽],,一般,1,4,3,8,At Risk 流失中
CUS_00057,2024-07-30,2024-07-17,2,5350.0,3820.0,620,[已隱蔽],,一般,3,4,3,10,Others
CUS_00363,2024-08-31,2024-08-31,1,5300.0,3230.0,588,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00259,2021-12-16,2021-12-16,1,5250.0,3910.0,1577,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00162,2025-06-14,2024-01-18,2,5200.0,2505.0,301,[已隱蔽],,一般,4,4,3,11,Loyal 忠實客
CUS_00579,2021-11-05,2021-11-05,1,5200.0,3180.0,1618,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00256,2025-08-14,2025-08-11,2,5120.0,2861.4,240,[已隱蔽],,一般,5,4,3,12,Loyal 忠實客
CUS_00417,2023-05-29,2023-05-29,1,5100.0,3700.0,1048,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00114,2025-08-07,2025-08-07,1,5000.0,4870.0,247,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00244,2022-12-26,2022-12-26,1,5000.0,3450.0,1202,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00657,2021-07-31,2021-07-31,1,5000.0,2600.0,1715,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00575,2024-04-29,2023-06-07,2,5000.0,1920.0,712,[已隱蔽],,一般,3,4,3,10,Others
CUS_00036,2022-01-05,2022-01-05,1,5000.0,1900.0,1557,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00208,2022-03-23,2022-03-23,1,5000.0,4350.0,1480,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00176,2023-02-04,2023-02-04,1,5000.0,2000.0,1162,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00245,2025-01-16,2025-01-16,1,4990.0,490.0,450,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00546,2025-01-09,2025-01-09,1,4990.0,490.0,457,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00083,2026-02-24,2026-02-24,1,4952.0,2452.0,46,[已隱蔽],,一般,5,2,3,10,New 新客
CUS_00014,2025-05-26,2025-05-24,2,4950.0,3690.0,320,[已隱蔽],,一般,4,4,3,11,Loyal 忠實客
CUS_00201,2025-07-31,2025-07-31,1,4900.0,3580.0,254,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00202,2020-11-30,2020-11-30,1,4850.0,3568.0,1958,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00230,2021-02-06,2021-02-06,1,4850.0,2570.0,1890,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00136,2020-11-21,2020-11-21,1,4800.0,3590.0,1967,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00099,2025-09-27,2024-03-04,2,4800.0,2500.0,196,[已隱蔽],,一般,5,4,3,12,Loyal 忠實客
CUS_00270,2025-08-21,2024-10-07,2,4799.0,2711.0,233,[已隱蔽],,一般,5,4,3,12,Loyal 忠實客
CUS_00527,2023-11-16,2023-11-16,1,4700.0,2800.0,877,[已隱蔽],,一般,3,2,3,8,Others
CUS_00421,2024-07-09,2024-07-09,1,4700.0,2460.0,641,[已隱蔽],,一般,3,2,3,8,Others
CUS_00304,2022-09-16,2022-09-16,1,4600.0,2000.0,1303,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00223,2022-12-14,2022-05-07,2,4600.0,3175.0,1214,[已隱蔽],,一般,2,4,3,9,At Risk 流失中
CUS_00435,2024-02-04,2024-02-04,1,4565.0,3337.0,797,[已隱蔽],,一般,3,2,3,8,Others
CUS_00425,2022-11-28,2022-11-28,1,4500.0,1800.0,1230,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00263,2022-02-15,2022-02-15,1,4500.0,3175.0,1516,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00063,2023-11-28,2023-11-28,1,4500.0,3450.0,865,[已隱蔽],,一般,3,2,3,8,Others
CUS_00203,2023-04-12,2023-04-12,1,4500.0,2810.0,1095,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00131,2022-12-28,2022-01-05,3,4500.0,2950.0,1200,[已隱蔽],,一般,2,4,3,9,At Risk 流失中
CUS_00246,2025-08-01,2023-05-18,2,4500.0,2850.0,253,[已隱蔽],,一般,4,4,3,11,Loyal 忠實客
CUS_00604,2022-01-21,2022-01-21,1,4455.0,2715.0,1541,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00138,2024-01-18,2023-05-29,2,4400.0,1965.0,814,[已隱蔽],,一般,3,4,3,10,Others
CUS_00646,2022-08-03,2020-09-08,3,4400.0,2341.0,1347,,,,2,4,3,9,At Risk 流失中
CUS_00410,2026-03-10,2021-08-06,2,4400.0,2394.5,32,[已隱蔽],,一般,5,4,3,12,Loyal 忠實客
CUS_00288,2022-07-12,2022-07-12,1,4350.0,2767.0,1369,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00065,2025-08-02,2025-08-02,1,4300.0,900.0,252,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00271,2021-08-10,2021-08-10,1,4300.0,2835.0,1705,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00552,2025-07-23,2025-07-23,1,4300.0,2150.0,262,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00714,2021-01-07,2021-01-07,1,4300.0,3150.0,1920,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00677,2021-05-29,2021-05-29,1,4300.0,2060.0,1778,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00300,2026-01-05,2026-01-05,1,4300.0,2655.0,96,[已隱蔽],,一般,5,2,3,10,New 新客
CUS_00316,2022-03-07,2022-03-07,1,4290.0,2525.0,1496,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00056,2021-09-09,2021-09-09,1,4262.0,3012.0,1675,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00011,2021-01-25,2021-01-25,1,4250.0,1320.0,1902,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00075,2022-01-03,2022-01-03,1,4250.0,3410.0,1559,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00492,2026-01-24,2024-03-23,2,4225.0,2295.0,77,[已隱蔽],,一般,5,4,3,12,Loyal 忠實客
CUS_00626,2021-10-18,2021-10-18,1,4200.0,1975.0,1636,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00526,2024-05-23,2024-05-23,1,4200.0,2400.0,688,[已隱蔽],,一般,3,2,3,8,Others
CUS_00339,2022-01-12,2022-01-12,1,4200.0,2986.0,1550,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00293,2024-01-06,2024-01-06,1,4200.0,2265.0,826,[已隱蔽],,一般,3,2,3,8,Others
CUS_00696,2025-12-09,2025-12-09,1,4200.0,1470.0,123,[已隱蔽],,一般,5,2,3,10,New 新客
CUS_00275,2025-05-03,2023-02-16,3,4200.0,2710.0,343,[已隱蔽],,一般,4,4,3,11,Loyal 忠實客
CUS_00441,2025-06-17,2025-06-17,1,4200.0,1550.0,298,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00106,2023-04-13,2023-04-13,1,4200.0,2340.0,1094,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00213,2024-07-10,2024-07-10,1,4200.0,2540.0,640,[已隱蔽],,一般,3,2,3,8,Others
CUS_00274,2025-10-04,2025-10-04,1,4100.0,3033.8,189,[已隱蔽],,一般,5,2,3,10,New 新客
CUS_00354,2021-01-28,2020-12-26,2,4100.0,2625.0,1899,[已隱蔽],,一般,1,4,3,8,At Risk 流失中
CUS_00052,2023-07-06,2023-01-19,2,4000.0,2780.0,1010,[已隱蔽],,一般,3,4,2,9,Others
CUS_00113,2026-01-20,2026-01-20,1,4000.0,2530.0,81,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00101,2023-03-30,2023-03-30,1,4000.0,1182.0,1108,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00238,2022-12-31,2022-12-31,1,4000.0,2190.0,1197,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00475,2024-03-08,2024-03-08,1,4000.0,3390.0,764,[已隱蔽],,一般,3,2,2,7,Others
CUS_00194,2021-01-09,2021-01-09,1,4000.0,1100.0,1918,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00139,2022-05-23,2022-05-23,1,4000.0,550.0,1419,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00544,2025-05-20,2025-05-20,1,4000.0,2760.0,326,                                                            ,,一般,4,2,2,8,New 新客
CUS_00516,2025-05-08,2025-05-08,1,4000.0,2100.0,338,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00096,2022-01-14,2022-01-14,1,4000.0,2800.0,1548,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00329,2021-10-27,2021-10-27,1,4000.0,2800.0,1627,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00686,2023-03-03,2023-02-02,2,4000.0,1850.0,1135,[已隱蔽],,一般,2,4,2,8,Others
CUS_00290,2026-02-15,2026-02-15,1,4000.0,3750.0,55,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00568,2024-07-23,2024-07-23,1,4000.0,2000.0,627,[已隱蔽],,一般,3,2,2,7,Others
CUS_00059,2026-02-14,2024-06-11,2,4000.0,2550.0,56,[已隱蔽],,一般,5,4,2,11,Loyal 忠實客
CUS_00652,2026-01-12,2024-05-01,2,4000.0,2390.0,89,[已隱蔽],,一般,5,4,2,11,Loyal 忠實客
CUS_00320,2025-03-29,2025-03-29,1,3950.0,2270.0,378,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00249,2025-10-29,2025-10-29,1,3900.0,2275.0,164,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00459,2023-04-26,2023-04-26,1,3900.0,1560.0,1081,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00118,2021-02-17,2021-02-17,1,3850.0,2590.0,1879,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00493,2022-09-10,2022-09-10,1,3800.0,2840.0,1309,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00282,2025-02-10,2024-01-08,3,3800.0,2250.0,425,[已隱蔽],,一般,4,4,2,10,Loyal 忠實客
CUS_00204,2024-08-13,2024-05-28,2,3800.0,3078.0,606,[已隱蔽],,一般,4,4,2,10,Loyal 忠實客
CUS_00373,2024-07-23,2024-07-23,1,3800.0,2318.0,627,[已隱蔽],,一般,3,2,2,7,Others
CUS_00200,2025-10-31,2025-10-31,1,3800.0,1300.0,162,[已隱蔽],,一般,5,2,2,9,New 新客
CUS_00399,2023-10-19,2023-10-19,1,3800.0,2325.0,905,[已隱蔽],,一般,3,2,2,7,Others
CUS_00037,2022-12-14,2022-12-14,1,3800.0,3090.0,1214,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00640,2020-11-09,2020-11-09,1,3760.0,2645.0,1979,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00432,2021-09-08,2021-09-08,1,3730.0,2524.7,1676,[已隱蔽],,一般,1,2,2,5,Lost 已流失
